CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
709683633,Existing Customer,32,F,1,High School,Single,Less than $40K,Silver,13,4,1,2,10332,948,9384,0.84299999999999997,2914,67,0.76300000000000001,0.091999999999999998
714318033,Existing Customer,50,M,4,Unknown,Married,$60K - $80K,Blue,36,5,1,4,10226,1638,8588,1.0529999999999999,3321,57,1.036,0.16
828291858,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,34,6,3,4,12050,1821,10229,0.63,2381,40,0.48099999999999998,0.151
779647608,Existing Customer,39,M,2,High School,Single,$120K +,Blue,22,5,2,2,26124,0,26124,0.73499999999999999,4199,92,0.58599999999999997,0
787605558,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,31,6,2,2,9816,0,9816,0.67300000000000004,3489,81,0.52800000000000002,0
771534408,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,40,4,3,3,2783,2379,404,0.91200000000000003,3897,74,1,0.85499999999999998
716219808,Existing Customer,49,M,3,Graduate,Unknown,$60K - $80K,Blue,36,5,2,3,15942,0,15942,0.72299999999999998,1742,41,0.32300000000000001,0
715690908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Silver,39,4,3,2,12222,1260,10962,1.1379999999999999,3418,78,0.73299999999999998,0.10299999999999999
789125733,Existing Customer,38,F,4,Doctorate,Married,Less than $40K,Blue,26,4,2,4,4002,1402,2600,0.57899999999999996,2114,53,0.51400000000000001,0.34999999999999998
717271983,Existing Customer,60,M,0,College,Single,$80K - $120K,Silver,53,6,3,2,34516,1388,33128,0.79100000000000004,3261,64,0.68400000000000005,0.040000000000000001
709695333,Existing Customer,48,M,2,High School,Single,$80K - $120K,Blue,36,3,2,4,10227,1695,8532,0.875,3577,82,0.78300000000000003,0.16600000000000001
712233183,Existing Customer,45,F,2,Graduate,Single,Less than $40K,Blue,34,3,3,1,4265,1622,2643,0.70799999999999996,3244,62,0.879,0.38
716645883,Existing Customer,47,M,2,Unknown,Unknown,$60K - $80K,Blue,36,3,2,2,13867,0,13867,0.65900000000000003,4297,68,0.74399999999999999,0
711762408,Existing Customer,43,M,2,Doctorate,Divorced,$40K - $60K,Blue,34,4,1,2,2243,0,2243,0.69699999999999995,4023,63,0.75,0
818305008,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,1,3,11239,1375,9864,0.93999999999999995,3978,89,0.78000000000000003,0.122
788159433,Existing Customer,53,M,2,Unknown,Single,$60K - $80K,Blue,45,5,1,2,22558,818,21740,0.98699999999999999,3855,70,0.59099999999999997,0.035999999999999997
709104333,Existing Customer,50,M,5,Post-Graduate,Married,$120K +,Silver,36,5,2,4,34516,891,33625,0.92600000000000005,2687,64,0.77800000000000002,0.025999999999999999
708112008,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,3,23510,1049,22461,0.438,1661,35,0.29599999999999999,0.044999999999999998
714731208,Existing Customer,63,F,0,Uneducated,Unknown,$40K - $60K,Blue,55,6,2,2,1651,1433,218,0.98499999999999999,4050,58,0.61099999999999999,0.86799999999999999
710006958,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,41,6,2,2,8693,796,7897,0.86399999999999999,4755,69,0.53300000000000003,0.091999999999999998
815062383,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,30,3,3,1,4549,1193,3356,0.44500000000000001,1914,33,0.5,0.26200000000000001
778447908,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,33,3,1,2,3558,0,3558,0.56999999999999995,4136,65,0.91200000000000003,0
720725058,Attrited Customer,51,F,1,Graduate,Single,Less than $40K,Blue,37,1,3,4,7176,0,7176,0.45000000000000001,1375,33,0.65000000000000002,0
803415183,Existing Customer,44,M,3,Unknown,Single,$80K - $120K,Silver,38,3,3,1,34516,657,33859,0.64100000000000001,4614,76,0.68899999999999995,0.019
708582858,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Blue,25,3,3,4,18293,0,18293,0.57099999999999995,2958,63,0.432,0
779833908,Existing Customer,40,F,2,Graduate,Divorced,Unknown,Blue,23,6,2,1,18332,1376,16956,0.59999999999999998,4095,67,0.67500000000000004,0.074999999999999997
818687958,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,43,5,3,2,6383,1436,4947,0.84499999999999997,4462,88,0.66000000000000003,0.22500000000000001
708714108,Existing Customer,42,F,3,High School,Single,Less than $40K,Silver,31,5,2,3,13441,2517,10924,0.73399999999999999,1894,49,0.63300000000000001,0.187
754872333,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,43,3,1,3,20114,0,20114,0.81999999999999995,4740,88,0.79600000000000004,0
718637208,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,43,3,2,1,2019,1387,632,0.56000000000000005,1689,36,0.71399999999999997,0.68700000000000006
816772908,Existing Customer,38,M,3,High School,Single,$60K - $80K,Silver,33,6,1,2,34516,1793,32723,0.76700000000000002,4533,78,0.47199999999999998,0.051999999999999998
711935283,Attrited Customer,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,47,3,1,4,1438.3,0,1438.3,0.41399999999999998,1427,36,0.33300000000000002,0
716950758,Attrited Customer,46,M,4,High School,Married,$60K - $80K,Blue,36,1,3,2,8017,0,8017,0.55900000000000005,1657,43,0.65400000000000003,0
716497908,Existing Customer,49,F,1,Doctorate,Married,Unknown,Blue,36,3,1,2,8519,0,8519,0.873,3698,65,0.625,0
809358708,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,33,6,2,2,34516,2135,32381,0.48799999999999999,3514,63,0.70299999999999996,0.062
716037708,Existing Customer,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,6,3,3,9474,1021,8453,0.55700000000000005,3240,54,0.58799999999999997,0.108
717804783,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,27,5,3,4,6587,824,5763,1.262,4160,70,0.84199999999999997,0.125
715338783,Existing Customer,32,M,1,High School,Single,$60K - $80K,Blue,36,4,2,2,2999,0,2999,0.81200000000000006,3018,80,0.77800000000000002,0
779645658,Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,32,3,1,4,7154,1472,5682,1.002,3607,59,0.73499999999999999,0.20599999999999999
787565433,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,4,2,4,4039,1397,2642,0.39600000000000002,1494,36,0.28599999999999998,0.34599999999999997
717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2,3,5516,2517,2999,0.47299999999999998,1532,24,0.5,0.45600000000000002
715746633,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,54,3,1,2,5577,689,4888,0.98499999999999999,4256,70,1.121,0.124
720635883,Existing Customer,34,M,3,Unknown,Unknown,$80K - $120K,Blue,24,6,3,3,8628,1500,7128,0.68799999999999994,2902,60,0.81799999999999995,0.17399999999999999
710077008,Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,33,5,3,1,30137,1368,28769,0.72099999999999997,3522,74,0.89700000000000002,0.044999999999999998
804437658,Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2,1,9778,2154,7624,0.5,3413,66,0.69199999999999995,0.22
780000258,Existing Customer,48,M,3,Uneducated,Single,$120K +,Blue,38,4,2,5,20912,0,20912,0.72499999999999998,4172,84,0.78700000000000003,0
825785508,Existing Customer,49,M,3,High School,Single,$120K +,Blue,45,3,2,2,14699,1049,13650,0.53400000000000003,4890,64,0.56100000000000005,0.070999999999999994
720252858,Existing Customer,57,M,3,College,Single,$60K - $80K,Blue,36,6,3,2,10350,0,10350,0.82599999999999996,3396,63,0.80000000000000004,0
710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,11346,0,11346,0.66500000000000004,3784,67,0.45700000000000002,0
711750183,Existing Customer,63,F,2,Graduate,Single,Less than $40K,Gold,55,4,1,3,15987,1345,14642,0.72899999999999998,3640,56,0.86699999999999999,0.084000000000000005
718364283,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,30,3,2,4,19711,0,19711,1.0369999999999999,3602,72,1,0
711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650,1929,6721,0.77700000000000002,2878,63,1.032,0.223
711046383,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Silver,36,5,1,1,34516,1316,33200,0.81799999999999995,3542,60,0.71399999999999997,0.037999999999999999
720877083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,2,9748,1354,8394,0.89300000000000002,3323,66,0.83299999999999996,0.13900000000000001
715662258,Existing Customer,49,F,3,Unknown,Unknown,Less than $40K,Blue,36,3,1,2,2454,2060,394,0.80400000000000005,3777,75,0.59599999999999997,0.83899999999999997
715570533,Attrited Customer,48,M,3,Post-Graduate,Unknown,$120K +,Blue,35,2,2,6,34516,0,34516,0.46400000000000002,1632,44,0.33300000000000002,0
758202858,Existing Customer,47,F,3,High School,Unknown,Less than $40K,Blue,40,4,2,4,4255,1681,2574,0.65000000000000002,3453,72,0.5,0.39500000000000002
712872183,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2,2,3271,1367,1904,0.70399999999999996,2464,92,1,0.41799999999999998
710014683,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,3,2,3480,724,2756,0.72199999999999998,2807,65,0.80600000000000005,0.20799999999999999
716934333,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,40,3,1,4,13306,2458,10848,0.51600000000000001,3556,68,0.58099999999999996,0.185
778523733,Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,31,6,1,2,13637,0,13637,0.56599999999999995,3625,73,0.65900000000000003,0
716353083,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,29,4,2,3,6733,1028,5705,0.55300000000000005,4444,72,0.56499999999999995,0.153
753642933,Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,45,3,3,0,2728,1365,1363,0.64800000000000002,4293,83,0.97599999999999998,0.5
708151008,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250,644,5606,1.0600000000000001,2433,41,1.1579999999999999,0.10299999999999999
789646158,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,1,3,3653,881,2772,0.84599999999999997,3297,66,0.69199999999999995,0.24099999999999999
712423233,Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Blue,36,4,3,1,22919,1368,21551,0.94199999999999995,3752,71,0.91900000000000004,0.059999999999999998
719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,20,3,2,2,34516,0,34516,0.53100000000000003,2686,59,0.78800000000000003,0
786509358,Existing Customer,44,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,4,4198,1782,2416,1.526,2051,36,1,0.42399999999999999
711502908,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,39,6,2,2,7532,0,7532,0.47599999999999998,3550,68,0.61899999999999999,0
748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,4,2,3,4587,1704,2883,0.90300000000000002,2968,65,0.80600000000000005,0.371
721532583,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12250,2165,10085,0.64100000000000001,1995,39,0.69599999999999995,0.17699999999999999
789244308,Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,41,6,1,4,17753,1899,15854,0.85099999999999998,3986,64,0.72999999999999998,0.107
709330383,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Silver,19,4,3,3,12535,2049,10486,0.68300000000000005,3283,74,0.60899999999999999,0.16300000000000001
719136183,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541,1444,2097,0.66400000000000003,3410,69,0.68300000000000005,0.40799999999999997
716939358,Existing Customer,43,F,3,Graduate,Divorced,Unknown,Blue,33,6,3,4,14622,0,14622,0.95899999999999996,4632,67,0.45700000000000002,0
778155558,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,2,23973,0,23973,0.77900000000000003,3560,71,0.51100000000000001,0
713461533,Existing Customer,54,M,3,Graduate,Single,$80K - $120K,Blue,38,4,2,1,29200,1310,27890,1.0920000000000001,3042,73,1.028,0.044999999999999998
803776533,Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,3,2,10077,0,10077,0.63900000000000001,2118,52,0.57599999999999996,0
714857508,Existing Customer,44,F,4,Doctorate,Married,Unknown,Blue,36,5,2,4,8667,1775,6892,0.72899999999999998,3939,69,0.53300000000000003,0.20499999999999999
720348933,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,31,4,3,4,12871,758,12113,0.77800000000000002,3060,60,1.069,0.058999999999999997
721158108,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,30,3,2,4,2346,0,2346,0.39400000000000002,3982,72,0.53200000000000003,0
789043008,Existing Customer,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,4,2,4,9919,0,9919,0.496,2058,70,0.84199999999999997,0
713362158,Existing Customer,50,M,3,Unknown,Single,$120K +,Blue,33,4,1,4,17087,0,17087,0.76100000000000001,3519,70,0.59099999999999997,0
712623258,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,3,5505,2517,2988,0.72899999999999998,2272,42,0.44800000000000001,0.45700000000000002
708494583,Existing Customer,49,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4,1,3,1902,0,1902,0.69299999999999995,3731,53,0.89300000000000002,0
718394658,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,1,4254,2464,1790,0.76400000000000001,2366,62,0.72199999999999998,0.57899999999999996
719398158,Existing Customer,51,M,2,Unknown,Unknown,$80K - $120K,Blue,39,6,1,3,9854,1886,7968,0.92100000000000004,3912,76,0.94899999999999995,0.191
711885258,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711,988,6723,0.88400000000000001,2078,42,0.68000000000000005,0.128
789161358,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,3213,2517,696,1.2749999999999999,2666,46,1,0.78300000000000003
787581858,Existing Customer,46,M,2,Unknown,Unknown,$120K +,Blue,37,3,2,4,3132,1466,1666,0.68899999999999995,3612,59,0.59499999999999997,0.46800000000000003
779198133,Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,33,3,3,2,9977,2088,7889,0.65000000000000002,3530,61,0.74299999999999999,0.20899999999999999
708314808,Existing Customer,53,F,2,College,Married,Unknown,Blue,41,5,1,3,5659,1393,4266,0.436,1570,40,0.59999999999999998,0.246
720508233,Attrited Customer,62,M,0,Unknown,Single,$40K - $60K,Silver,42,3,4,4,17161,0,17161,0.55200000000000005,1898,42,0.55600000000000005,0
717134058,Existing Customer,65,F,1,Unknown,Single,Unknown,Blue,36,5,1,2,5018,1131,3887,0.624,4028,81,0.80000000000000004,0.22500000000000001
783366483,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,38,4,3,3,11474,1063,10411,0.68600000000000005,3242,74,0.45100000000000001,0.092999999999999999
715412583,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,7925,1445,6480,0.75,3815,65,0.80600000000000005,0.182
719562108,Existing Customer,28,F,0,Uneducated,Single,Less than $40K,Silver,20,6,3,3,12793,1650,11143,0.78300000000000003,2671,67,0.76300000000000001,0.129
754457883,Existing Customer,49,M,2,Unknown,Single,Less than $40K,Blue,42,4,2,2,4834,0,4834,0.998,1876,35,1.0589999999999999,0
742552683,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,31,6,2,5,1438.3,688,750.29999999999995,0.97599999999999998,4208,86,0.71999999999999997,0.47799999999999998
711455133,Existing Customer,55,M,3,College,Single,$120K +,Blue,36,5,3,3,12948,1839,11109,1.113,2481,42,0.68000000000000005,0.14199999999999999
716387733,Attrited Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,5662,1484,4178,0.434,1693,25,0.25,0.26200000000000001
772571508,Existing Customer,34,F,2,High School,Single,Less than $40K,Blue,24,4,1,0,2799,0,2799,0.69599999999999995,2311,43,0.65400000000000003,0
718815108,Existing Customer,50,M,2,Unknown,Married,$80K - $120K,Blue,38,3,3,1,6030,1315,4715,0.623,3420,81,0.84099999999999997,0.218
719266158,Existing Customer,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3,1,6779,1359,5420,0.73699999999999999,3434,65,0.51200000000000001,0.20000000000000001
720708183,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,15248,1242,14006,0.72499999999999998,4758,83,0.45600000000000002,0.081000000000000003
767523933,Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,45,4,1,0,15583,0,15583,0.873,3938,69,1.091,0
797466033,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,26,3,2,3,2576,1754,822,1.0269999999999999,2880,69,0.46800000000000003,0.68100000000000005
771886233,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Silver,37,6,3,5,25270,1090,24180,0.81899999999999995,1941,51,1.3180000000000001,0.042999999999999997
712612233,Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3,3,8717,719,7998,0.55600000000000005,2067,59,0.59499999999999997,0.082000000000000003
716516208,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,3,1438.3,0,1438.3,0.67400000000000004,3748,64,0.82899999999999996,0
709950858,Existing Customer,45,M,5,College,Single,$80K - $120K,Blue,35,4,2,1,33755,2301,31454,0.751,3458,71,0.65100000000000002,0.068000000000000005
779882508,Existing Customer,53,F,2,Unknown,Single,$40K - $60K,Blue,37,5,3,4,7282,0,7282,0.73999999999999999,3364,69,0.81599999999999995,0
717472833,Existing Customer,42,M,4,Unknown,Single,$80K - $120K,Blue,32,6,3,5,7260,713,6547,0.83299999999999996,4253,73,0.78000000000000003,0.098000000000000004
712665633,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,30,6,1,4,12952,1864,11088,0.41399999999999998,3472,51,0.45700000000000002,0.14399999999999999
709562358,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,43,6,1,5,5353,1594,3759,0.97299999999999998,4456,79,0.83699999999999997,0.29799999999999999
715391433,Existing Customer,38,M,0,Graduate,Married,$60K - $80K,Blue,33,5,4,4,11741,1560,10181,0.77300000000000002,2143,41,0.78300000000000003,0.13300000000000001
708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,1,2609,1656,953,0.65700000000000003,3024,64,0.59999999999999998,0.63500000000000001
720452508,Existing Customer,51,F,1,College,Married,Unknown,Blue,37,4,3,1,11167,0,11167,0.622,3848,74,0.76200000000000001,0
714566958,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,4,2,5,20882,1420,19462,0.85699999999999998,2291,40,0.59999999999999998,0.068000000000000005
816084333,Existing Customer,42,M,2,Unknown,Single,$120K +,Gold,37,5,2,2,34516,1230,33286,0.71999999999999997,3260,63,1.1000000000000001,0.035999999999999997
806179683,Existing Customer,63,F,1,College,Single,$40K - $60K,Blue,56,5,3,2,3071,2044,1027,0.91000000000000003,4433,68,0.65900000000000003,0.66600000000000004
806244183,Existing Customer,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,1,4,2267,0,2267,0.875,4544,84,0.75,0
787999533,Existing Customer,52,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617,2517,4100,0.45900000000000002,3595,68,0.65900000000000003,0.38
718358808,Existing Customer,57,F,2,High School,Divorced,Less than $40K,Blue,50,5,3,5,3276,0,3276,0.97199999999999998,3758,61,0.69399999999999995,0
718474683,Existing Customer,36,M,0,High School,Married,$120K +,Blue,24,3,3,2,10097,2139,7958,1.4079999999999999,3092,67,0.76300000000000001,0.21199999999999999
716908158,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,36,6,2,1,8260,2517,5743,1.0489999999999999,3299,64,0.72999999999999998,0.30499999999999999
713984208,Existing Customer,52,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776,874,4902,0.89400000000000002,4029,72,0.63600000000000001,0.151
713013483,Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,1438.3,915,523.29999999999995,0.46400000000000002,3754,58,0.61099999999999999,0.63600000000000001
754599558,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,33,5,3,1,7207,2002,5205,0.82799999999999996,3825,70,0.70699999999999996,0.27800000000000002
788739633,Attrited Customer,38,M,1,Unknown,Married,$120K +,Blue,16,3,1,4,2106,238,1868,0.60999999999999999,2136,40,0.90500000000000003,0.113
712411908,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,34,4,2,5,21158,0,21158,0.63300000000000001,4071,67,0.81100000000000005,0
717538683,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906,1132,21774,0.94199999999999995,3204,64,0.72999999999999998,0.049000000000000002
709447908,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,33,4,3,4,2648,2309,339,1.006,3281,63,0.85299999999999998,0.872
816834933,Existing Customer,34,F,4,Graduate,Single,Unknown,Silver,29,6,2,2,30702,673,30029,0.72099999999999997,2652,64,0.52400000000000002,0.021999999999999999
718963158,Existing Customer,49,M,1,Unknown,Single,$120K +,Blue,40,5,3,1,34516,0,34516,0.75900000000000001,3230,64,0.56100000000000005,0
714358008,Existing Customer,53,F,1,College,Divorced,Unknown,Blue,36,3,1,3,17054,0,17054,0.67300000000000004,4659,72,0.59999999999999998,0
720758808,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,16317,0,16317,0.56599999999999995,1995,54,0.92900000000000005,0
708255633,Existing Customer,36,M,1,Graduate,Single,$80K - $120K,Blue,27,3,2,4,3761,1710,2051,0.627,3240,65,0.58499999999999996,0.45500000000000002
716101308,Existing Customer,48,M,3,Unknown,Married,$40K - $60K,Blue,35,6,3,4,2173,0,2173,0.85699999999999998,4251,60,0.71399999999999997,0
715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3,2,15845,1675,14170,0.51400000000000001,4037,68,0.44700000000000001,0.106
715858008,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3,3,8061,2517,5544,0.35199999999999998,1224,31,0.40899999999999997,0.312
806226933,Existing Customer,37,M,2,High School,Unknown,$120K +,Blue,32,6,1,1,34516,0,34516,0.92800000000000005,3660,59,1.107,0
708361833,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,3,19430,0,19430,1.012,3650,80,0.63300000000000001,0
778422933,Existing Customer,42,F,1,Unknown,Single,Unknown,Blue,22,4,2,2,19127,985,18142,0.96599999999999997,3323,56,0.93100000000000005,0.050999999999999997
708957183,Existing Customer,48,M,0,Unknown,Divorced,$40K - $60K,Blue,36,3,1,0,2708,2517,191,0.56799999999999995,2198,41,0.86399999999999999,0.92900000000000005
718000383,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,51,3,3,4,23566,1147,22419,0.629,4274,64,0.64100000000000001,0.049000000000000002
714466458,Existing Customer,49,F,2,High School,Married,Unknown,Blue,35,4,3,2,2532,2124,408,0.71499999999999997,3400,76,0.72699999999999998,0.83899999999999997
719608308,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,29,3,2,3,9829,2517,7312,0.58999999999999997,2927,73,1.212,0.25600000000000001
792995808,Existing Customer,57,F,3,Post-Graduate,Single,$40K - $60K,Blue,51,5,4,5,7226,1689,5537,0.82999999999999996,3474,67,0.76300000000000001,0.23400000000000001
716211258,Existing Customer,59,F,1,College,Unknown,Less than $40K,Blue,49,6,5,4,4072,0,4072,0.46400000000000002,1966,43,1.1499999999999999,0
779289033,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,28,4,1,5,21646,1778,19868,1.071,3328,61,0.79400000000000004,0.082000000000000003
719356008,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,1438.3,0,1438.3,1.022,4548,69,0.91700000000000004,0
718503108,Existing Customer,40,M,3,Unknown,Married,$120K +,Blue,26,3,3,1,14046,1994,12052,0.437,3792,77,0.60399999999999998,0.14199999999999999
779661033,Existing Customer,49,M,4,Unknown,Married,$60K - $80K,Silver,32,5,2,3,25620,1107,24513,0.97099999999999997,3503,66,0.65000000000000002,0.042999999999999997
813053733,Attrited Customer,53,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516,278,34238,0.81699999999999995,3029,49,0.40000000000000002,0.0080000000000000002
718354683,Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Silver,45,6,3,3,21358,1225,20133,0.68100000000000005,3646,77,0.75,0.057000000000000002
720529308,Attrited Customer,63,M,0,High School,Single,$60K - $80K,Blue,48,5,3,1,1856,0,1856,0.5,1805,46,0.76900000000000002,0
787578183,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,28,5,3,2,1438.3,0,1438.3,1.0409999999999999,3204,68,0.83799999999999997,0
737952333,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,56,3,1,5,2586,0,2586,0.63100000000000001,3435,65,0.58499999999999996,0
779498058,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,21,5,3,3,3281,1272,2009,0.79900000000000004,2006,34,0.54500000000000004,0.38800000000000001
799707858,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,42,6,1,2,7115,2000,5115,0.76900000000000002,3584,57,0.96599999999999997,0.28100000000000003
719543208,Existing Customer,38,F,3,Uneducated,Single,Unknown,Blue,36,5,3,3,13220,848,12372,0.82499999999999996,3789,72,0.56499999999999995,0.064000000000000001
797743233,Existing Customer,45,M,3,Uneducated,Unknown,$60K - $80K,Blue,39,3,2,3,5996,865,5131,0.51100000000000001,4542,77,0.48099999999999998,0.14399999999999999
710658483,Attrited Customer,47,M,4,Graduate,Unknown,$40K - $60K,Blue,34,2,3,6,9080,2174,6906,0.65300000000000002,2098,46,0.58599999999999997,0.23899999999999999
715399908,Existing Customer,54,F,2,High School,Single,Unknown,Blue,45,5,3,5,7563,1465,6098,0.51100000000000001,4175,67,0.71799999999999997,0.19400000000000001
710288883,Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,32,4,1,5,8749,1654,7095,0.69499999999999995,5054,73,0.55300000000000005,0.189
719912808,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,39,3,3,4,14973,0,14973,0.70599999999999996,4288,72,0.59999999999999998,0
720247158,Existing Customer,63,M,0,Graduate,Single,Unknown,Blue,36,6,3,2,7108,600,6508,0.81299999999999994,3787,68,0.61899999999999999,0.084000000000000005
718672233,Existing Customer,48,F,1,Graduate,Single,Unknown,Blue,38,3,2,2,23007,1239,21768,0.71299999999999997,3395,63,0.46500000000000002,0.053999999999999999
789593058,Existing Customer,46,M,5,College,Married,$60K - $80K,Blue,39,3,2,3,24248,1020,23228,1.1899999999999999,3311,84,0.75,0.042000000000000003
710278458,Attrited Customer,52,M,2,High School,Single,$80K - $120K,Blue,43,4,3,3,11617,2517,9100,0.45700000000000002,1643,43,0.48299999999999998,0.217
